AverageCoverage
0.09800072847630027
0.09712346203507947
0.09397680798034025
0.09873418074682884
0.11320188631843586
0.10676476403826557
0.1171409564536872
0.12085711462436632
0.12527508594802195
0.1398937963988553
0.147445478501888
0.15390704919107553
0.15928426103324617
0.1664231964663928
0.17039678200261027
0.1846056220669718
0.2055823570040952
0.21682143444366847
0.23261798295246858
0.252260122385571
0.2648395478959926
0.2862347820698297
0.319941947396601
0.34712282565737324
0.3498811814512442
0.3832288113512864
0.4232796197472781
0.43962410024641496
0.46624841766660946
0.5205253238274461
0.5753400949866704
0.5878548041202802
0.644727556062107
0.6731064063647422
0.7245070291117398
0.7897929100390438
0.807139775307902
0.8494197033496165
0.8749726051981608
0.9032090794718065
0.927543875294589
0.9391770035618562
0.9383400050884314
0.881506082972691
0.8313508909438849
0.7298784883870844
0.6733595193051589
0.6144359772892678
0.6389677985258964
0.7276982655593924
0.8208912863094661
0.9064837281384622
1.089537595303675
1.2564382548167714
1.3499404760338236
1.4212679902718928
1.428030132577826
1.3662331834315113
1.3952448160851882
1.365086984491097
1.402822384738947
1.3655299321368275
1.3147189474896686
1.2965609702981065
1.321331523058083
1.2635513036991912
1.206228413403097
1.1099879703760676
1.044392888981776
1.0420947385341195
0.943039852186644
0.9099856031948128
0.8676725978938358
0.7954505595140612
0.7357964415110565
0.6756562316111094
0.6031149257724004
0.5710026595986024
0.5318593186196771
0.5177957308677139
0.4434970158631476
0.42618754227866845
0.4018167929132166
0.3716589613191215
0.3447355104238879
0.3099828160761859
0.3201116481180174
0.27113573228888466
0.2699967240570048
0.24531677422456502
0.21713351119407015
0.2112989702890986
0.21844797271419414
0.20532492963855645
0.18904228923281768
0.1841784939800168
0.16194626133275355
0.15442478020556621
0.15687249739074266
0.15262278864679665
0.14488990068869223
